timestamp,accepted
2025-05-31 00:34:20.157408,True
2025-05-31 00:34:20.207679,True
2025-05-31 00:34:20.257963,True
2025-05-31 00:34:20.308276,True
2025-05-31 00:34:20.358452,True
2025-05-31 00:34:20.408669,True
2025-05-31 00:34:20.458860,True
2025-05-31 00:34:20.509070,True
2025-05-31 00:34:20.559298,True
2025-05-31 00:34:20.609504,True
2025-05-31 00:34:20.659640,True
2025-05-31 00:34:20.709872,True
2025-05-31 00:34:20.760078,True
2025-05-31 00:34:20.810312,True
2025-05-31 00:34:20.860450,True
2025-05-31 00:34:20.910773,True
2025-05-31 00:34:20.960924,True
2025-05-31 00:34:21.011134,True
2025-05-31 00:34:21.061423,True
2025-05-31 00:34:21.111563,False
2025-05-31 00:34:21.161817,True
2025-05-31 00:34:21.212054,False
2025-05-31 00:34:21.262279,True
2025-05-31 00:34:21.312435,False
2025-05-31 00:34:21.362573,True
2025-05-31 00:34:21.412834,False
2025-05-31 00:34:21.463060,True
2025-05-31 00:34:21.513367,False
2025-05-31 00:34:21.563631,True
2025-05-31 00:34:21.613824,False
2025-05-31 00:34:21.664052,True
2025-05-31 00:34:21.714273,False
2025-05-31 00:34:21.764493,True
2025-05-31 00:34:21.814760,False
2025-05-31 00:34:21.864896,True
2025-05-31 00:34:21.915118,False
2025-05-31 00:34:21.965351,True
2025-05-31 00:34:22.015614,False
2025-05-31 00:34:22.065864,True
2025-05-31 00:34:22.116073,False
2025-05-31 00:34:22.166274,True
2025-05-31 00:34:22.216402,False
2025-05-31 00:34:22.266590,True
2025-05-31 00:34:22.316828,False
2025-05-31 00:34:22.366967,True
2025-05-31 00:34:22.417216,False
2025-05-31 00:34:22.467522,True
2025-05-31 00:34:22.517777,False
2025-05-31 00:34:22.568019,True
2025-05-31 00:34:22.618217,False
2025-05-31 00:34:22.668433,True
2025-05-31 00:34:22.718669,False
2025-05-31 00:34:22.768810,True
2025-05-31 00:34:22.818952,False
2025-05-31 00:34:22.869091,True
2025-05-31 00:34:22.919297,False
2025-05-31 00:34:22.969564,True
2025-05-31 00:34:23.019814,False
2025-05-31 00:34:23.070141,True
2025-05-31 00:34:23.120353,False
2025-05-31 00:34:23.170607,True
2025-05-31 00:34:23.220836,False
2025-05-31 00:34:23.271075,True
2025-05-31 00:34:23.321362,False
2025-05-31 00:34:23.371557,True
2025-05-31 00:34:23.421730,False
2025-05-31 00:34:23.471960,True
2025-05-31 00:34:23.522193,False
2025-05-31 00:34:23.572450,True
2025-05-31 00:34:23.622710,False
2025-05-31 00:34:23.672860,True
2025-05-31 00:34:23.723008,False
2025-05-31 00:34:23.773251,True
2025-05-31 00:34:23.823394,False
2025-05-31 00:34:23.873528,True
2025-05-31 00:34:23.923789,False
2025-05-31 00:34:23.974014,True
2025-05-31 00:34:24.024248,False
2025-05-31 00:34:24.074493,True
2025-05-31 00:34:24.124631,False
2025-05-31 00:34:24.174872,True
2025-05-31 00:34:24.225079,False
2025-05-31 00:34:24.275316,True
2025-05-31 00:34:24.325585,False
2025-05-31 00:34:24.375726,True
2025-05-31 00:34:24.425971,False
2025-05-31 00:34:24.476250,True
2025-05-31 00:34:24.526570,False
2025-05-31 00:34:24.576714,True
2025-05-31 00:34:24.626907,False
2025-05-31 00:34:24.677128,True
2025-05-31 00:34:24.727372,False
2025-05-31 00:34:24.777642,True
2025-05-31 00:34:24.827875,False
2025-05-31 00:34:24.878016,True
2025-05-31 00:34:24.928243,False
2025-05-31 00:34:24.978508,True
2025-05-31 00:34:25.028646,False
2025-05-31 00:34:25.078902,True
2025-05-31 00:34:25.129067,False
2025-05-31 00:34:25.179289,True
2025-05-31 00:34:25.229552,False
2025-05-31 00:34:25.279692,True
2025-05-31 00:34:25.329813,False
2025-05-31 00:34:25.379961,True
2025-05-31 00:34:25.430170,False
2025-05-31 00:34:25.480703,True
2025-05-31 00:34:25.530945,False
2025-05-31 00:34:25.581246,True
2025-05-31 00:34:25.631458,False
2025-05-31 00:34:25.681720,True
2025-05-31 00:34:25.732008,False
2025-05-31 00:34:25.782243,True
2025-05-31 00:34:25.832474,False
2025-05-31 00:34:25.882611,True
2025-05-31 00:34:25.932935,True
2025-05-31 00:34:25.983165,False
2025-05-31 00:34:26.033406,True
2025-05-31 00:34:26.083737,False
2025-05-31 00:34:26.133933,True
2025-05-31 00:34:26.184151,False
2025-05-31 00:34:26.234359,True
2025-05-31 00:34:26.284499,False
2025-05-31 00:34:26.334746,True
2025-05-31 00:34:26.384957,False
2025-05-31 00:34:26.435152,True
2025-05-31 00:34:26.485402,False
2025-05-31 00:34:26.535624,True
2025-05-31 00:34:26.585844,False
2025-05-31 00:34:26.636090,True
2025-05-31 00:34:26.686371,False
2025-05-31 00:34:26.736511,True
2025-05-31 00:34:26.786768,False
2025-05-31 00:34:26.836910,True
2025-05-31 00:34:26.887107,False
2025-05-31 00:34:26.937250,True
2025-05-31 00:34:26.987533,False
2025-05-31 00:34:27.037733,True
2025-05-31 00:34:27.087937,False
2025-05-31 00:34:27.138073,True
2025-05-31 00:34:27.188224,False
2025-05-31 00:34:27.238449,True
2025-05-31 00:34:27.288752,False
2025-05-31 00:34:27.338956,True
2025-05-31 00:34:27.389157,False
2025-05-31 00:34:27.439277,True
2025-05-31 00:34:27.489477,False
2025-05-31 00:34:27.539713,True
2025-05-31 00:34:27.589928,False
2025-05-31 00:34:27.640160,True
2025-05-31 00:34:27.690406,False
2025-05-31 00:34:27.740562,True
2025-05-31 00:34:27.790882,False
2025-05-31 00:34:27.841019,True
2025-05-31 00:34:27.891243,False
2025-05-31 00:34:27.941473,True
2025-05-31 00:34:27.991723,False
2025-05-31 00:34:28.041956,True
2025-05-31 00:34:28.092176,False
2025-05-31 00:34:28.142395,True
2025-05-31 00:34:28.192596,False
2025-05-31 00:34:28.242830,True
2025-05-31 00:34:28.293026,False
2025-05-31 00:34:28.343159,True
2025-05-31 00:34:28.393300,False
2025-05-31 00:34:28.443439,True
2025-05-31 00:34:28.493629,False
2025-05-31 00:34:28.543765,True
2025-05-31 00:34:28.593933,False
2025-05-31 00:34:28.644121,True
2025-05-31 00:34:28.694262,False
2025-05-31 00:34:28.744477,True
2025-05-31 00:34:28.794801,False
2025-05-31 00:34:28.844946,True
2025-05-31 00:34:28.895143,False
2025-05-31 00:34:28.945346,True
2025-05-31 00:34:28.995590,False
2025-05-31 00:34:29.045799,True
2025-05-31 00:34:29.096096,False
2025-05-31 00:34:29.146236,True
2025-05-31 00:34:29.196453,False
2025-05-31 00:34:29.246650,True
2025-05-31 00:34:29.296806,False
2025-05-31 00:34:29.346953,True
2025-05-31 00:34:29.397091,False
2025-05-31 00:34:29.447287,True
2025-05-31 00:34:29.497497,False
2025-05-31 00:34:29.547700,True
2025-05-31 00:34:29.597857,False
2025-05-31 00:34:29.648104,True
2025-05-31 00:34:29.698364,False
2025-05-31 00:34:29.748586,True
2025-05-31 00:34:29.798806,False
2025-05-31 00:34:29.849049,True
2025-05-31 00:34:29.899385,False
2025-05-31 00:34:29.949609,True
2025-05-31 00:34:29.999832,False
2025-05-31 00:34:30.050061,True
2025-05-31 00:34:30.100256,False
2025-05-31 00:34:30.150592,True
2025-05-31 00:34:30.200916,False
2025-05-31 00:34:30.251155,True
2025-05-31 00:34:30.301406,False
2025-05-31 00:34:30.351550,True
2025-05-31 00:34:30.401794,False
2025-05-31 00:34:30.451996,True
2025-05-31 00:34:30.502232,False
2025-05-31 00:34:30.552474,True
2025-05-31 00:34:30.602634,False
2025-05-31 00:34:30.652843,True
2025-05-31 00:34:30.703073,False
2025-05-31 00:34:30.753307,True
2025-05-31 00:34:30.803563,False
2025-05-31 00:34:30.853739,True
2025-05-31 00:34:30.903998,False
2025-05-31 00:34:30.954266,True
2025-05-31 00:34:31.004613,False
2025-05-31 00:34:31.054769,True
2025-05-31 00:34:31.104933,False
2025-05-31 00:34:31.155080,True
2025-05-31 00:34:31.205224,False
2025-05-31 00:34:31.255465,True
2025-05-31 00:34:31.305840,False
2025-05-31 00:34:31.355973,True
2025-05-31 00:34:31.406090,False
2025-05-31 00:34:31.456220,True
2025-05-31 00:34:31.506323,False
2025-05-31 00:34:31.556427,True
2025-05-31 00:34:31.606568,False
2025-05-31 00:34:31.656711,True
2025-05-31 00:34:31.706937,False
2025-05-31 00:34:31.757226,True
2025-05-31 00:34:31.807504,False
2025-05-31 00:34:31.857669,True
2025-05-31 00:34:31.908005,False
2025-05-31 00:34:31.958251,True
2025-05-31 00:34:32.008488,False
2025-05-31 00:34:32.058737,True
2025-05-31 00:34:32.108894,False
2025-05-31 00:34:32.159138,True
2025-05-31 00:34:32.209389,False
2025-05-31 00:34:32.259631,True
2025-05-31 00:34:32.309868,False
2025-05-31 00:34:32.360026,True
2025-05-31 00:34:32.410382,False
2025-05-31 00:34:32.460630,True
2025-05-31 00:34:32.511003,False
2025-05-31 00:34:32.561352,True
2025-05-31 00:34:32.611516,False
2025-05-31 00:34:32.661826,True
2025-05-31 00:34:32.712159,False
2025-05-31 00:34:32.762451,True
2025-05-31 00:34:32.812871,False
2025-05-31 00:34:32.863031,True
2025-05-31 00:34:32.913297,False
2025-05-31 00:34:32.963530,True
2025-05-31 00:34:33.013751,False
2025-05-31 00:34:33.063952,True
2025-05-31 00:34:33.114109,False
2025-05-31 00:34:33.164272,True
2025-05-31 00:34:33.214522,False
2025-05-31 00:34:33.264651,True
2025-05-31 00:34:33.314866,False
2025-05-31 00:34:33.364998,True
2025-05-31 00:34:33.415113,False
2025-05-31 00:34:33.465285,True
2025-05-31 00:34:33.515520,False
2025-05-31 00:34:33.565782,True
2025-05-31 00:34:33.615950,False
2025-05-31 00:34:33.666121,True
2025-05-31 00:34:33.716417,False
2025-05-31 00:34:33.766774,True
2025-05-31 00:34:33.816991,False
2025-05-31 00:34:33.867157,True
2025-05-31 00:34:33.917490,False
2025-05-31 00:34:33.967738,True
2025-05-31 00:34:34.017992,False
2025-05-31 00:34:34.068277,True
2025-05-31 00:34:34.118460,False
2025-05-31 00:34:34.168619,True
2025-05-31 00:34:34.218917,False
2025-05-31 00:34:34.269251,True
2025-05-31 00:34:34.319604,False
2025-05-31 00:34:34.369813,True
2025-05-31 00:34:34.420033,False
2025-05-31 00:34:34.470315,True
2025-05-31 00:34:34.520570,False
2025-05-31 00:34:34.570814,True
2025-05-31 00:34:34.621024,False
2025-05-31 00:34:34.671190,True
2025-05-31 00:34:34.721445,False
2025-05-31 00:34:34.771658,True
2025-05-31 00:34:34.821868,False
2025-05-31 00:34:34.872033,True
2025-05-31 00:34:34.922321,False
2025-05-31 00:34:34.972490,True
2025-05-31 00:34:35.022806,False
2025-05-31 00:34:35.073078,True
2025-05-31 00:34:35.123333,False
2025-05-31 00:34:35.173582,True
2025-05-31 00:34:35.223891,False
2025-05-31 00:34:35.274157,True
2025-05-31 00:34:35.324496,False
2025-05-31 00:34:35.374651,True
2025-05-31 00:34:35.424822,False
2025-05-31 00:34:35.475063,True
2025-05-31 00:34:35.525384,False
2025-05-31 00:34:35.575634,True
2025-05-31 00:34:35.625843,False
2025-05-31 00:34:35.676073,True
2025-05-31 00:34:35.726322,False
2025-05-31 00:34:35.776490,True
2025-05-31 00:34:35.826791,False
2025-05-31 00:34:35.876954,True
2025-05-31 00:34:35.927292,False
2025-05-31 00:34:35.977597,True
2025-05-31 00:34:36.027954,False
2025-05-31 00:34:36.078229,True
2025-05-31 00:34:36.128427,False
2025-05-31 00:34:36.178753,True
2025-05-31 00:34:36.228998,False
2025-05-31 00:34:36.279220,True
2025-05-31 00:34:36.329581,False
2025-05-31 00:34:36.379787,True
2025-05-31 00:34:36.430083,False
2025-05-31 00:34:36.480379,True
2025-05-31 00:34:36.530651,False
2025-05-31 00:34:36.580794,True
2025-05-31 00:34:36.630937,False
2025-05-31 00:34:36.681088,True
2025-05-31 00:34:36.731247,False
2025-05-31 00:34:36.781489,True
2025-05-31 00:34:36.831810,False
2025-05-31 00:34:36.881955,True
2025-05-31 00:34:36.932251,False
2025-05-31 00:34:36.982544,True
2025-05-31 00:34:37.032752,False
2025-05-31 00:34:37.083003,True
2025-05-31 00:34:37.133142,False
2025-05-31 00:34:37.183268,True
2025-05-31 00:34:37.233471,False
2025-05-31 00:34:37.283730,True
2025-05-31 00:34:37.333968,False
2025-05-31 00:34:37.384191,True
2025-05-31 00:34:37.434347,False
2025-05-31 00:34:37.484478,True
2025-05-31 00:34:37.534623,False
2025-05-31 00:34:37.584766,True
2025-05-31 00:34:37.634903,False
2025-05-31 00:34:37.685111,True
