timestamp,accepted
2025-05-31 00:32:32.968942,True
2025-05-31 00:32:33.019092,True
2025-05-31 00:32:33.069291,True
2025-05-31 00:32:33.119490,True
2025-05-31 00:32:33.169617,True
2025-05-31 00:32:33.219789,True
2025-05-31 00:32:33.269926,True
2025-05-31 00:32:33.320073,True
2025-05-31 00:32:33.370268,True
2025-05-31 00:32:33.420404,True
2025-05-31 00:32:33.470543,True
2025-05-31 00:32:33.520712,True
2025-05-31 00:32:33.570855,True
2025-05-31 00:32:33.620966,True
2025-05-31 00:32:33.671083,True
2025-05-31 00:32:33.721214,True
2025-05-31 00:32:33.771344,True
2025-05-31 00:32:33.821480,True
2025-05-31 00:32:33.871611,True
2025-05-31 00:32:33.921742,True
2025-05-31 00:32:33.971980,False
2025-05-31 00:32:34.022102,True
2025-05-31 00:32:34.072270,False
2025-05-31 00:32:34.122533,True
2025-05-31 00:32:34.172700,False
2025-05-31 00:32:34.222869,True
2025-05-31 00:32:34.272967,False
2025-05-31 00:32:34.323127,True
2025-05-31 00:32:34.373282,False
2025-05-31 00:32:34.423431,True
2025-05-31 00:32:34.473585,False
2025-05-31 00:32:34.523800,True
2025-05-31 00:32:34.574045,False
2025-05-31 00:32:34.624237,True
2025-05-31 00:32:34.674405,False
2025-05-31 00:32:34.724603,True
2025-05-31 00:32:34.774737,False
2025-05-31 00:32:34.824973,True
2025-05-31 00:32:34.875207,False
2025-05-31 00:32:34.925409,True
2025-05-31 00:32:34.975662,False
2025-05-31 00:32:35.025865,True
2025-05-31 00:32:35.076096,False
2025-05-31 00:32:35.126322,True
2025-05-31 00:32:35.176472,False
2025-05-31 00:32:35.226804,True
2025-05-31 00:32:35.277023,False
2025-05-31 00:32:35.327221,True
2025-05-31 00:32:35.377434,False
2025-05-31 00:32:35.427705,True
2025-05-31 00:32:35.477956,False
2025-05-31 00:32:35.528156,True
2025-05-31 00:32:35.578388,False
2025-05-31 00:32:35.628700,True
2025-05-31 00:32:35.678959,False
2025-05-31 00:32:35.729160,True
2025-05-31 00:32:35.779353,False
2025-05-31 00:32:35.829549,True
2025-05-31 00:32:35.879651,False
2025-05-31 00:32:35.929777,True
2025-05-31 00:32:35.979969,False
2025-05-31 00:32:36.030157,True
2025-05-31 00:32:36.080370,False
2025-05-31 00:32:36.130563,True
2025-05-31 00:32:36.180698,False
2025-05-31 00:32:36.230975,True
2025-05-31 00:32:36.281188,False
